"title","field_expo_lieu_value","field_expo_type_value","field_expo_dates_value","field_expo_dates_value2","field_expo_curator_value","field_expo_code_value","field_expo_note_value","field_expo_sous_titre_value","field_oeuvre_adresse_web_url","filenames"
"Paradis artificiels","Domaine départementale de la Roche Jagu - Ploëzal, (FRA)","perso","2015-05-08T00:00:00","2015-09-27T00:00:00","Nolwenn Herry","2015-E-ROCHEJAGU","L’exposition de l'artiste Miguel Chevalier « Paradis Artificiels 2015 » au Domaine de la Roche Jagu fait écho à l'exposition « Des Hommes et des Plantes qui soignent ». Présentée au 3ème niveau du château dans la partie des combles, l’œuvre explore à travers la présentation de jardins virtuels, le lien entre la nature et l'artifice qui aujourd’hui coexistent et s’enrichissent mutuellement. Ces fleurs, plantes et jardins virtuels s’inscrivent dans une démarche initiée par l'artiste à la fin des années 1990 qui s'appuie sur l’observation du règne végétal, et sa transposition imaginaire et poétique dans l’univers numérique. La première installation, « Arborescences digitales 2015 », est un jardin virtuel génératif projeté sur un écran de fils blancs. Cette nature numérique, rappelant celle d'un sous- bois, mêle différentes espèces d'arbres, d'arbustes, de feuillages et de brindilles. Certaines de ces plantes sont présentées dans le parcours de l'exposition « Des Hommes et des Plantes qui soignent ». Le développement de cette nature artificielle s’inspire des arborescences et des systèmes d'organisation de données informatiques, utilisant le principe de racines et de branches. Cette nature aux formes parfois réalistes, parfois abstraites, naît aléatoirement, s’épanouit et meurt en fonction de différents « codes morphogénétiques ». Le jardin se renouvelle en permanence. Comme Alice passant de l’autre côté du miroir, les visiteurs sont invités à traverser l'écran pour découvrir la seconde installation projetée au sol, « Digital Waterlilies 2015 ». Les visiteurs traversent ce parterre de plantes numériques qui se développe en temps réel. Cette création est également interactive : au passage des visiteurs, les plantes grossissent, 
s'écartent et disparaissent sous leurs pieds. Il se crée un étrange dialogue avec cette nature virtuelle plus vivante que jamais. Ces deux installations nous transportent dans un univers végétal très intriguant, au sein d’une nature virtuelle démesurée et luxuriante toujours plus surprenante. 
http://www.larochejagu.fr/uploads/pdf/CP_miguel-chevalier_lrj_2015.pdf",NULL,NULL,NULL
"Paradis artificiels","Galerie Municipale, 59 avenue Guy-Môquet, 94400 Vitry-sur-Seine (FRA)","perso","2004-04-30T00:00:00","2004-06-03T00:00:00",NULL,"2004-E-VITRYSURSEINE",NULL,NULL,NULL,NULL
"Paradis artificiels","Larodde (FRA)","groupe","2006-01-01T00:00:00","2006-01-01T00:00:00",NULL,"2006-E-LARODDE","Dans le cadre des rencontres des arts visuels",NULL,NULL,NULL
"Paradis artificiels 2014","Musée d'art moderne de Ceret, France","perso","2014-03-02T00:00:00","2014-06-01T00:00:00","Nathalie Gallissot","2014-E-CERET","L’exposition Paradis Artificiels  explore - sur un mode poétique et métaphorique -  la question du lien entre nature et artifice, qui aujourd’hui coexistent et s’enrichissent mutuellement. Selon une démarche initiée à la fin des années 90, qui prend appui sur l’observation du règne végétal et sa transposition imaginaire dans l’univers numérique, Miguel Chevalier est le créateur de plantes virtuelles, qui naissent, croissent, s’épanouissent et meurent en fonction de leur « code morphogénétique ». Ces fleurs nées de la germination de graines numériques et générées à l’infini par des logiciels s’épanouissent au sein de jardins imaginaires et apparaissent en projection sur des écrans. Le visiteur de l’exposition, dont le déplacement est saisi par des capteurs, induit mouvements et événements en ces jardins. Comme Alice passant de l’autre côté du miroir, il est alors transporté dans un univers magique, au sein d’une nature virtuelle démesurée et luxuriante…",NULL,NULL,"affiche_recto.jpg,affiche_verso.jpg,2014-e-ceret1.jpg,2014-e-surnaturesceret.jpg"
"Parallèle","Hôtel particulier Madrid (ESP)","groupe","1992-05-01T00:00:00","1992-06-01T00:00:00","Galerie Yvonamor Palix ","1992-E-MADRIDPALIX",NULL,NULL,NULL,"24cl128expoparllele92.jpg,24cl130.jpg,24cl154.jpg,1992-e-palix.jpg"
"Parcours d'images","Galerie art & essai, Rennes (FRA)","groupe","1990-01-01T00:00:00","1990-01-01T00:00:00",NULL,"1990-E-RENNESARTESSAI",NULL,NULL,NULL,NULL
"Paris en direct?","Paris","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2006-E-PARISAENDIRECT","-","-",NULL,"2006-e-parisaendirect-1.jpg,2006-e-parisaendirect-2.jpg,2006-e-parisaendirect-3.jpg,2006-e-parisaendirect-4.jpg,2006-e-parisaendirect-5.jpg,2006-e-parisaendirect-6.jpg,2006-e-parisaendirect-7.jpg,2006-e-parisaendirect-8.jpg"
"Paris Fnac","Fnac / Forum des Halles, Paris (FRA)","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2009-E-PARISFNAC","Exposition dans le cadre de \"Nuit blanche\" à Paris.","-",NULL,"2009-e-parisfnac-4.jpg,2009-e-parisfnac-3.jpg,2009-e-parisfnac-2.jpg,2009-e-parisfnac-1.jpg"
"Paris gare de l'est","Paris gare de l'est","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-PARISGDELEST","-","-",NULL,"2008-e-parisgdelest-1.jpg,2008-e-parisgdelest-2.jpg,2008-e-parisgdelest-3.jpg,2008-e-parisgdelest-4.jpg"
"Paris Grand Palais","Paris Grand Palais","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2009-E-PARISGPALAIS","-","-",NULL,"2009-e-parisgpalais-7.jpg,2009-e-parisgpalais-6.jpg,2009-e-parisgpalais-5.jpg,2009-e-parisgpalais-4.jpg,2009-e-parisgpalais-3.jpg,2009-e-parisgpalais-2.jpg,2009-e-parisgpalais-1.jpg"
"Paris guerlain","Paris","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-PARISGUERLAIN","-","-",NULL,"2008-e-parisguerlain-1.jpg,2008-e-parisguerlain-2.jpg,2008-e-parisguerlain-3.jpg,2008-e-parisguerlain-4.jpg,2008-e-parisguerlain-5.jpg,2008-e-parisguerlain-6.jpg"
"Paris loft 19","Paris Loft 19","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-PARISLOFT19FF","-","-",NULL,"2008-e-parisloft19ff-1.jpg,2008-e-parisloft19ff-2.jpg,2008-e-parisloft19ff-3.jpg"
"Paris maison et objet","Paris","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2006-E-PARISMOBJET","-","-",NULL,"2006-e-parismobjet-1.jpg,2006-e-parismobjet-2.jpg,2006-e-parismobjet-3.jpg"
"Paris tai ping","Paris","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2006-E-PARISTAIPING","-","-",NULL,"2006-e-paristaiping-1.jpg,2006-e-paristaiping-2.jpg,2006-e-paristaiping-3.jpg,2006-e-paristaiping-4.jpg,2006-e-paristaiping-5.jpg,2006-e-paristaiping-6.jpg,2006-e-paristaiping-7.jpg,2006-e-paristaiping-8.jpg,2006-e-paristaiping-9.jpg,2006-e-paristaiping-10.jpg"
"Paris technoparade","Paris","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2007-E-PARISTECHNOPARADE","-","-",NULL,"2007-e-paristechnoparade-1.jpg,2007-e-paristechnoparade-2.jpg,2007-e-paristechnoparade-3.jpg"
"Paysage - Vidéo","Musée d'art de Toulon","groupe","2009-11-14T00:00:00","2010-02-21T00:00:00","Ville de Toulon","2010-E-TOULON","A l'occasion de l'exposition de Toulon ne furent montrés que les 15 minutes du Vidéo \"Voyages 2004\", qui dure normalement 60 minutes, sur les tons du gris.","Dialogue avec les collections 2",NULL,"2004-vd-voyagesdvd2.jpg,carton_toulon2.jpg"
"Paysages aleatoires","Galerie Eof, Paris (FRA)","groupe","2001-01-01T00:00:00","2001-01-01T00:00:00",NULL,"2001-E-PARISEOF",NULL,NULL,NULL,NULL
"Peintures et sérigraphies","Galerie de l'ENSBA, Grand Masse, Paris","perso","1985-01-01T00:00:00","1985-01-01T00:00:00",NULL,"1985-E-PARISENSBA",NULL,NULL,NULL,NULL
"Pensées numériques","Château de Lapalisse, Lapalisse (FRA)","perso","2001-01-01T00:00:00","2001-01-01T00:00:00",NULL,"2001-E-LAPALISSE",NULL,NULL,NULL,NULL
"Performances","Jeux olympiques d'été, Barcelone (ESP)","perso","1992-01-01T00:00:00","1992-01-01T00:00:00",NULL,"1992-E-BARCELONEJO","Installation vidéo-numérique sur 4 écrans géants du stade,
Jeux olympiques d'été, Barcelone,",NULL,NULL,NULL
"Performances","Jeux olympiques d'hiver, Albertville (FRA)","perso","1992-02-08T00:00:00","1992-02-23T00:00:00",NULL,"1992-E-ALBERTVILLE","Installation vidéo-numérique sur 9 écrans géants
dans les stations de ski, jeux olympiques d'hiver, Albertville,",NULL,NULL,NULL
"Périphérie","Espace Pierre Cardin, 3 avenue Gabriel, 75008 Paris (FRA)","perso","1998-10-08T00:00:00","1998-10-17T00:00:00","Dominique Boitel, directeur de l'Espace Pierre Cardin","1998-E-PARISEPCARDIN","Cette installation propose une nouvelle vision urbaine constituée de strates d'images réelles et virtuelles de Paris, révélatrices d'un principe urbain générique lié à toutes les mégalopoles. (...) Autrefois des remparts délimitaient les villes pour les protéger des assaillants venus de l'extérieur. Désormais, aujourd'hui, quiconque veut entrer au coeur des grandes villes historiques comme Paris intramuros doit franchir le périphérique, frontière de macadam qui nous sépare de l'extramuros : une banlieue avec ses collages architecturaux mélangeant usines, centres commerciaux et quartier d'habitation. Les villes se transforment aujourd'hui selon une croissance complexe et globale, en formant des cercles et en proliférant, telles des \"labyrinthes de données\" reproduisant des schémas mentaux en mal de repères. (...) C'est sur cette frontière réelle et métaphorique qui délimite Paris et sa banlieue que Miguel Chevalier propose une oeuvre interactive combinant images réelles et images virtuelles en 2D et 3D.
Installation de réalité virtuelle interactive, Gérard Hourbette
(musique) et Mâa (logiciel AAAseed).
Le vernissage eut lieu le 7/10/1998.","Installation interactive",NULL,NULL
"Périphérie","MAMCO, Genève (CHE)","perso","2000-01-01T00:00:00","2000-01-01T00:00:00",NULL,"2000-E-GENEVE","Installation vidéo",NULL,NULL,NULL
"Phase zéro/","Galerie Serge Aboukrat, 7, place Furstemberg, 75006 Paris","groupe","2009-10-22T00:00:00","2010-01-31T00:00:00","Serge Aboukrat","2009-E-PARISCNES","Miguel Chevalier participa à l'exposition avec l'oeuvre Territoire imaginaire 4, proposition n.47.","96 propositions spatiales",NULL,NULL
"Picasso to Koons: Artist as Jeweler ","Bass Museum of art, Miami ","groupe","2013-03-15T00:00:00","2013-07-21T00:00:00",NULL,"2013-E-MIAMIBASSM",NULL,NULL,NULL,NULL
"Picasso to Koons: Artist as Jeweler","Benaki Museum, Athènes (GRE)","groupe","2012-10-14T00:00:00","2012-10-14T00:00:00",NULL,"2012-E-ATHENES",NULL,NULL,NULL,NULL
"Pistils & Pixels, 2018","Mémo Médiathèque Montauban, 2 rue Jean Carnet, 82000 Montauban, (F)","perso","2018-05-18T00:00:00","2018-12-08T00:00:00","Mémo Médiathèque Montauban","2018-E-MONTAUBAN","Regards mixés entre les collections du musée Ingres, du muséum Victor Brun et de la Mémo et les œuvres contemporaines de Miguel Chevalier.

Rencontre avec Miguel Chevalier le 19 mai 2018 à 15h00",NULL,NULL,NULL
"Pixels Liquides - Festival des Bains Numériques #3","Centre des arts d'Enghien-les-Bains (FRA)","groupe","2008-01-01T00:00:00","2008-01-01T00:00:00",NULL,"2008-E-ENGHIENPL","Installation interactive",NULL,NULL,"2008-e-enghienpl-3.jpg,2008-e-enghienpl-4.jpg,2008-e-enghienpl-1.jpg,2008-e-enghienpl-2.jpg"
"Pixels Liquides 2008","Loft 19, 3/5 Villa de Lods, 75019 Paris, Passage de l'Atlas, (FRA)","perso","2008-12-16T00:00:00","2008-12-20T00:00:00","Suzanne Tarasiève","2008-E-PARISLOFT19","Miguel Chevalier présentera au Loft 19 une de ses dernières créations de réalité virtuelle interactive Pixels Liquides. Une peau de pixels couvre le mur du loft et évolue au gré du passage des spectateurs. Les spectateurs endossent virtuellement le rôle de l'artiste par l'entremise de capteurs, ces mouvements créent alors des traînées de peintures qui s'animent et s'effacent lentement jusqu’au prochain passage.

L'utilisation des couleurs, du mouvement ainsi que la forme des images rappellent les « drippings » de Jackson Pollock, et le caractère interactif de l'œuvre transforme les spectateurs en véritables « action painters ». La rencontre de la peinture, de la couleur, du virtuel et du numérique, crée une passerelle entre des techniques différentes, qui au gré du hasard et des déplacements des spectateurs, crée un dialogue original. Cette installation associe art corporel virtuel et peinture numérique, et propose au spectateur une nouvelle expérience de son corps dans l'espace public.",NULL,NULL,"2008-e-parisloft19-5.jpg,2008-e-parisloft19-6.jpg,2008-e-parisloft19-7.jpg,2008-e-parisloft19-8.jpg,2008-e-parisloft19-9.jpg,2008-e-parisloft19-10.jpg,2008-e-parisloft19-11.jpg,2008-e-parisloft19-12.jpg,2008-e-parisloft19-4.jpg,2008-e-parisloft19-3.jpg,2008-e-parisloft19-2.jpg,2008-e-parisloft19-1.jpg"
"Pixels Noir Lumière 2019","Musée Soulages, Rodez, France","perso","2019-04-19T00:00:00","2019-05-26T00:00:00","Christophe Hazemann","2019-E-RODEZSOULAGES","Exposition conçue dans le cadre du Siècle Soulages",NULL,NULL,NULL
"Pixels Power 2013","Galerie MiniMasterpiece, 16 rue des Saints Pères, 75007 Paris (FRA)","perso","2013-09-19T00:00:00","2013-10-23T00:00:00","Galerie mniMASTERPIECE","2013-E-PARISMINI2","Le vernissage eut lieu le mercredi 18 Septembre 2013 de 18 à 21 heures en présence de l'artiste dans le cadre de Circuits Bijoux",NULL,NULL,NULL
"Pixels Power LISBONNE","Galerie Antonio Prates, rua Alexandre Herculano 39A, 1250-009 Lisbonne (POR)","perso","2010-11-12T00:00:00","2010-12-10T00:00:00","Galerie Antonio Prates","2010-E-LISBONNE","Le vernissage eut lieu le 12/11/2010 en présence de l'artiste.
Exposition prolongée jusqu'à fin décembre 2010.",NULL,NULL,"2010-e-lisbonne-14.jpg,2010-e-lisbonne-13.jpg,2010-e-lisbonne-12.jpg,2010-e-lisbonne-11.jpg,2010-e-lisbonne-10.jpg,2010-e-lisbonne-9.jpg,2010-e-lisbonne-8.jpg,2010-e-lisbonne-7.jpg,2010-e-lisbonne-6.jpg,2010-e-lisbonne-5.jpg,2010-e-lisbonne-4.jpg,2010-e-lisbonne-3.jpg,2010-e-lisbonne-2.jpg,2010-e-lisbonne-1.jpg"
"Pixels Snow","La Grenette, Grand Bornand (FRA)","perso","2010-01-01T00:00:00","2010-01-01T00:00:00",NULL,"2010-E-GRANDBORNAND",NULL,NULL,NULL,"2010-e-grandbornand-2.jpg,2010-e-grandbornand-3.jpg,2010-e-grandbornand-4.jpg,2010-e-grandbornand-5.jpg,2010-e-grandbornand-6.jpg,2010-e-grandbornand-1.jpg"
"Pixels Snow","Les Halles de Paris","perso","2011-01-01T00:00:00","2011-01-01T00:00:00",NULL,"2011-E-PARISHALLESC",NULL,NULL,NULL,"2011-e-parishallesc-3.jpg,2011-e-parishallesc-2.jpg,2011-e-parishallesc-1.jpg"
"Pixels Snow","Piste des Gettiers, Grand Bornand (FRA)","perso","1950-04-19T00:00:00","1950-04-19T00:00:00","-","2009-E-GRANDBORNAND",NULL,NULL,NULL,"2009-e-grandbornand-2.jpg,2009-e-grandbornand-3.jpg,2009-e-grandbornand-4.jpg,2009-e-grandbornand-5.jpg,2009-e-grandbornand-1.jpg"
"Pixels Snow Halles","Place du Forum des Halles, Paris, France","perso","2011-11-17T00:00:00","2012-01-07T00:00:00",NULL,"2011-E-PIXELSNOWHALLES","« Pixels Snow » comprend une installation fixe visible de jour et une installation de réalité virtuelle générative et interactive visible à la nuit tombée.
A la nuit tombée, 8 installations de réalité virtuelle seront projetées sur 8 écrans de rétroprojection M1 (non feu) de dimension 4 m de hauteur x 3,20 m de largeur, fixés à 8 verrières (cf plan ci-joint – 8 vidéoprojecteurs seront fixés aux parois en face des verrières et seront reliés à 8 ordinateurs et 6 capteurs infra-rouges). Les projections seront visibles des 2 côtés des verrières (côté intérieur dans le centre et côté extérieur sur la place).
L'oeuvre de réalité virtuelle Pixels Snow fait référence à l'univers des cristaux de neige qui symbolise l'hiver, aux étoiles si présentent pendant les fêtes de noël. Cette oeuvre s’appuie sur un principe génératif qui créé des flocons de neige virtuels à l’infini. Des flocons géants se forment aléatoirement, s’épanouissent, glissent lentement sur les écrans avant de disparaitre. Les formes des cristaux sont poussées à l’extrême de leur géométrisation et leur structure se complexifient au fil de leur évolution. Composés de multiples ramifications cristallines, les Pixels Snow présentent une infinité de variations, allant de formes hexagonales, à celles d’aiguilles, de pointes ou encore de dendrites filiformes. Ces “fleurs-cristal” ont à la fois une réelle monumentalité par leur forme géométrique et une légèreté, un aspect évanescent lorsqu'ils disparaissent. L'existence de ces flocons virtuels est aussi éphémère qu'un flocon de neige. La structure fractale des flocons est ici révélée à travers le prisme du numérique. Les pixels tels des particules composent des flocons virtuels à chaque fois uniques, générant une oeuvre en perpétuelle évolution.
Ces flocons réagissent au mouvements des passants qui traverseront les portes donnant accès à la place basse. A leur passage, les flocons tourneront sur eux même. Les 6 zones d'interactivité définies n'entraveront pas les flux de circulation.
L'ensemble du dispositif créera un univers festif en perpétuel évolution et immergera le visiteur dans cet univers magique de lumière.
De jour, 8 grands cristaux de neige/adhésifs de différentes tailles aux couleurs fluos seront collés sur les verrières. Ces cristaux filaires et très graphiques auront beaucoup d'impacts visuel sur les verrières et introduiront l'univers projeté la nuit.
Ce décor de Noël en perpétuelle évolution, est accompagné d'une composition musicale originale intitulée Sonic Snow de Michel Redolfi. 
(Logiciel Cyrille Henry)",NULL,NULL,"2011-fs-adhesifs6.jpg,2011-fs-flocons_decoupe.jpg,2011-fs-digitcris.jpg,2011-fs-pixelsnow2.jpg,2011-fs-pixelsnow1.jpg,2011-fs-adhesifs2.jpg,2011-fs-adhesifs4.jpg,2011-fs-q-adhesifs3.jpg"
"Plemmeur bodou","Plemmeur Bodou","perso","1950-01-01T00:00:00","1950-01-01T00:00:00","-","2008-E-PLEMMEURBODOU","-","-",NULL,"2008-e-plemmeurbodou-1.jpg,2008-e-plemmeurbodou-2.jpg,2008-e-plemmeurbodou-3.jpg,2008-e-plemmeurbodou-4.jpg,2008-e-plemmeurbodou-5.jpg"
"Poésie Fractale","Galerie scène ouverte, Puces de Saint-Ouen, Marché Paul Bert, Allé 1, stands 130-132, 96 rue des Rosiers, 93400 Saint-Ouen","groupe","2016-06-17T00:00:00","2016-07-25T00:00:00","Laurence Bonnel","2016-E-SAINTOUEN","Artistes présents: Miguel Chevalier, Jean Luc le Mounier, Olivier Masmonteil, Valeria Nascimiento, Avelina Fuentes, Laurence Bonnel.",NULL,NULL,NULL
